account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
8/22/2022,18,Houston,Teacher,32788,510,0,FALSE,1,2.23368102,TRUE,94493.72756930126,78750.08586388809,2,0,9/29/2017,10/12/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
5/28/2021,25,Houston,Consultant,4113,780,0,TRUE,1,1.0706553464744641,FALSE,35129.73296916911,25225.93183,0,0,7/15/2021,4/13/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/25/2021,62,Miami,Artist,13594,586,0,FALSE,1,1.8990844925813195,FALSE,89979.41358202284,54502.28403114135,2,1,12/21/2019,5/11/2024,1,FALSE,FALSE,FALSE,TRUE,TRUE
7/9/2020,40,Houston,Other,6971,626,0,FALSE,1,1.688285635078327,FALSE,72403.99099411655,50262.96302375444,0,0,4/23/2017,4/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/22/2021,64,Miami,Accountant,22365,490,0,FALSE,1,1.108206210173509,FALSE,18057.436913716396,16381.729356877404,4,2,9/4/2019,7/20/2024,4,TRUE,FALSE,FALSE,FALSE,FALSE
12/16/2019,57,Atlanta,Other,8704,404,108,TRUE,5,2.575508979044966,FALSE,49176.55504002802,13321.561298015216,3,2,8/22/2021,10/16/2024,4,TRUE,TRUE,FALSE,TRUE,TRUE
1/3/2024,29,Dallas,Teacher,57788,559,0,FALSE,1,0.7399107645529536,FALSE,29991.21255913283,18773.634199270695,1,1,11/27/2017,11/4/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
3/24/2022,71,New York,Banker,5405,791,0,FALSE,1,3.0957103947759617,FALSE,55033.70155330701,50034.17269553827,0,0,11/18/2016,1/20/2024,4,TRUE,,FALSE,TRUE,TRUE
5/7/2023,29,Miami,Teacher,59299,421,108,FALSE,5,2.2674922360181466,TRUE,37456.81160786006,9521.453642590597,4,1,4/28/2019,10/20/2024,3,TRUE,TRUE,FALSE,FALSE,FALSE
11/12/2020,63,Boston,Other,4093,348,98,TRUE,2,2.7317806499881776,TRUE,12307.89296301836,3024.9043454002576,3,1,7/22/2024,4/5/2024,4,TRUE,TRUE,FALSE,FALSE,FALSE
6/28/2023,64,Chicago,Banker,9017,623,0,FALSE,1,1.4602246393914857,FALSE,99363.59026555732,72678.85940551058,,0,6/16/2020,10/23/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
11/10/2021,32,Chicago,Banker,9138,603,100,TRUE,5,3.0018728608691383,TRUE,33344.10971223953,15433.741441804483,,2,4/29/2021,6/15/2024,0,TRUE,TRUE,FALSE,FALSE,FALSE
10/15/2021,58,Seattle,Other,3988,698,0,FALSE,1,0.722338358,TRUE,56463.41100107985,43813.54831740246,,0,5/20/2018,11/29/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/18/2024,36,Houston,Doctor,15665,782,0,FALSE,1,1.1057942087557748,FALSE,72302.34556069729,59562.63842284231,0,0,2/19/2021,8/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/3/2024,43,Atlanta,Accountant,21100,,0,FALSE,1,0.6929535599641521,FALSE,58606.48164193937,52948.88871357556,0,0,7/22/2018,6/21/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/4/2022,69,Miami,Other,6238,813,26,FALSE,1,1.910686501916173,FALSE,32087.418798044735,28360.250915414945,,0,3/31/2023,4/19/2024,0,FALSE,,FALSE,FALSE,FALSE
1/1/2022,46,Seattle,Retail Worker,12758,,103,TRUE,3,1.5404956994247572,TRUE,6988.881234518744,1519.6936917370701,4,2,1/26/2016,10/18/2024,4,TRUE,FALSE,FALSE,TRUE,FALSE
3/12/2021,39,Miami,Teacher,20654,639,0,FALSE,1,1.3821650327944077,FALSE,23349.49058700893,16092.330907603213,0,0,11/27/2021,12/19/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/24/2023,57,Miami,Artist,15696,699,0,FALSE,1,1.9220766529803002,FALSE,75174.65631608795,57524.35601482752,0,0,8/26/2015,5/31/2024,3,FALSE,FALSE,FALSE,FALSE,TRUE
7/11/2024,38,Atlanta,Banker,2523,519,0,TRUE,1,1.356546733480854,FALSE,91844.98411625235,70572.62442316931,2,0,10/15/2023,2/10/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
6/18/2021,68,New York,Teacher,36767,749,0,TRUE,1,2.3710640823177904,FALSE,72091.82226,53598.08316299036,,0,8/15/2015,9/22/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/8/2021,55,San Francisco,Lawyer,58439,513,100,TRUE,3,2.435929859156973,TRUE,49359.433875547526,10052.692050608774,4,2,2/25/2022,11/28/2023,3,TRUE,TRUE,FALSE,TRUE,TRUE
6/16/2022,37,Boston,Teacher,22878,423,99,FALSE,8,2.259646866140074,TRUE,12899.571099439327,3658.875882150467,4,2,4/17/2017,7/8/2024,4,TRUE,TRUE,FALSE,FALSE,TRUE
7/6/2023,74,Miami,Accountant,56917,650,0,FALSE,1,0.9014982739068638,FALSE,92034.79002779229,50209.27873262058,0,0,6/1/2021,1/12/2024,3,FALSE,,FALSE,FALSE,TRUE
7/14/2022,46,Houston,Other,2522,674,0,FALSE,1,2.3324270530995297,FALSE,101472.52237947941,54839.00769106783,0,0,8/29/2024,10/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/20/2022,68,Boston,Other,4730,587,3,FALSE,1,1.6136403570185431,FALSE,72623.05129749623,54109.75114002568,1,1,10/3/2016,9/24/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
7/20/2024,21,Miami,Banker,3708,475,0,FALSE,1,1.440428313382294,FALSE,93851.08648829027,79308.46902,3,1,9/15/2022,10/29/2023,4,TRUE,,TRUE,FALSE,FALSE
3/26/2020,72,Dallas,Teacher,35271,388,118,TRUE,2,1.7299273020506623,TRUE,33928.49474835247,7204.204872629337,3,1,2/9/2019,4/18/2024,4,TRUE,FALSE,FALSE,FALSE,FALSE
10/23/2024,24,Seattle,Other,6688,576,16,FALSE,1,1.0855290263871074,FALSE,24161.62762841781,19615.25800948787,2,0,12/7/2022,6/5/2024,3,FALSE,,FALSE,TRUE,FALSE
10/20/2020,45,Atlanta,Banker,7523,415,97,TRUE,3,1.589949425588012,TRUE,22070.54450044133,7931.549957882124,3,1,6/17/2020,10/19/2024,3,TRUE,,TRUE,FALSE,TRUE
11/26/2023,45,Seattle,Teacher,15990,627,0,FALSE,1,0.9641591061981598,FALSE,69480.04699,51035.73198658962,0,0,9/22/2018,6/29/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
2/10/2021,21,Los Angeles,Banker,4154,578,7,FALSE,1,0.8033470998734568,FALSE,65735.17037605213,54751.174801504436,2,1,9/17/2022,5/28/2024,2,FALSE,FALSE,FALSE,TRUE,FALSE
7/26/2022,39,Seattle,Consultant,14643,448,98,TRUE,6,1.4633103013919573,TRUE,23749.92258120801,6747.110888,3,2,8/21/2021,11/15/2023,3,TRUE,TRUE,TRUE,TRUE,FALSE
6/26/2022,29,Dallas,Consultant,14474,602,23,FALSE,1,1.3958486089249798,FALSE,69633.05266609683,40211.65268203718,0,0,3/5/2023,1/7/2024,3,FALSE,FALSE,TRUE,FALSE,FALSE
4/25/2020,62,Atlanta,Doctor,15007,589,0,FALSE,1,0.8398616587872226,FALSE,70716.27077321293,56770.75670219648,1,0,4/19/2019,7/31/2024,2,FALSE,TRUE,TRUE,FALSE,FALSE
1/10/2022,20,Dallas,Doctor,97003,657,6,FALSE,1,0.8690176028518786,FALSE,78760.18212005327,66203.32175415143,,0,7/13/2019,11/22/2023,0,FALSE,,FALSE,FALSE,FALSE
4/4/2021,39,Seattle,Doctor,31079,818,0,FALSE,1,1.4314909059081549,FALSE,98726.23308175393,78509.98154,0,0,4/14/2019,10/14/2024,0,TRUE,FALSE,FALSE,FALSE,TRUE
3/25/2023,61,Seattle,Banker,5143,459,15,FALSE,1,1.1985816288711097,FALSE,38168.66941296983,28759.323062528285,4,1,7/5/2023,9/23/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
10/27/2019,19,Miami,Doctor,90109,605,0,FALSE,1,1.758655499287813,FALSE,96021.49324246448,68734.40309,,0,4/22/2018,7/22/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/16/2024,41,Miami,Retail Worker,16549,735,0,FALSE,1,1.4536812955768594,FALSE,13679.594671454275,8832.495258721412,0,0,2/20/2023,7/22/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/7/2021,51,Los Angeles,Consultant,14005,701,0,FALSE,1,0.908415855,FALSE,88775.94038378262,67191.17954868475,0,0,6/16/2024,8/3/2024,0,FALSE,TRUE,FALSE,FALSE,FALSE
10/17/2022,44,Boston,Consultant,14410,606,96,TRUE,1,2.486385597443009,TRUE,1111.0181933690415,457.8698091635473,4,2,10/7/2020,5/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/19/2023,72,Los Angeles,Artist,24501,773,0,FALSE,1,1.0008524828106846,FALSE,45889.393655021406,27649.607869116095,,0,9/13/2019,5/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/26/2024,58,San Francisco,Teacher,15656,348,91,TRUE,3,2.0634621077252016,TRUE,25346.415308103842,5805.342655909384,,1,3/11/2024,6/9/2024,3,TRUE,TRUE,TRUE,TRUE,FALSE
6/22/2021,18,Miami,Other,3836,628,9,FALSE,1,1.1808863187046208,FALSE,86990.56521545714,78521.49957738875,0,0,1/13/2022,1/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/8/2019,25,San Francisco,Banker,7544,721,0,FALSE,1,1.129670286100644,FALSE,41211.03439006949,28781.249103840728,0,0,3/27/2017,1/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/12/2023,40,Miami,Software Developer,46178,816,0,FALSE,1,1.4330692931369415,FALSE,53090.150737744945,35725.92428579866,,0,1/27/2021,3/4/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/31/2023,55,Miami,Lawyer,55729,430,0,TRUE,1,0.5455172409528671,FALSE,59172.84357826938,45652.88042942228,4,1,4/9/2022,7/28/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
12/12/2020,23,Miami,Retail Worker,14208,518,0,FALSE,1,1.819348234803827,TRUE,79783.69260433478,71188.75226945193,2,0,6/20/2021,2/22/2024,2,FALSE,FALSE,FALSE,FALSE,TRUE
10/7/2020,39,Houston,Teacher,47486,799,0,FALSE,1,1.2062703031102027,TRUE,43355.61159312347,30994.053223019037,0,0,12/5/2019,8/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/20/2020,42,Chicago,Lawyer,67201,676,0,FALSE,1,0.8501238704868874,FALSE,18601.953946327736,12476.092823963829,0,0,11/13/2015,12/9/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE
12/9/2023,35,Dallas,Doctor,87835,723,0,FALSE,1,1.008396074695708,FALSE,90581.1479,51677.178066943685,0,0,2/3/2023,8/27/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/27/2020,34,New York,Artist,10322,754,0,FALSE,1,1.650522593234574,FALSE,37232.06095575425,28725.57429883591,0,0,8/5/2016,7/9/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/15/2024,29,New York,Other,4564,742,0,FALSE,1,1.7087933651714629,FALSE,92417.40923574328,63514.98889926653,0,0,8/11/2020,7/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/2/2020,23,Houston,Teacher,25527,510,44,FALSE,1,1.4232821193802385,FALSE,31466.87498328272,25071.45048174035,,1,8/12/2020,9/15/2024,2,TRUE,FALSE,TRUE,FALSE,FALSE
7/29/2024,43,Atlanta,Consultant,14076,650,0,FALSE,1,1.6351185057841673,FALSE,85266.24791804371,68147.25308233258,0,0,5/7/2020,1/2/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/13/2024,44,Miami,Banker,9910,616,0,FALSE,1,0.7181431748926048,FALSE,75047.42871235372,,0,0,7/8/2020,8/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/29/2020,25,Miami,Teacher,31933,533,25,FALSE,1,1.090010046598424,FALSE,71776.87316510105,44465.52091759739,1,1,1/25/2016,5/24/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
11/17/2023,36,New York,Other,7979,649,0,FALSE,1,1.4179118398797306,FALSE,45844.39774373882,41525.59948809214,0,0,5/21/2022,1/10/2024,0,FALSE,,FALSE,FALSE,FALSE
3/2/2020,59,Boston,Banker,8686,356,91,TRUE,3,3.2107769384372946,TRUE,33171.22021883924,9457.097654879164,4,1,5/26/2024,9/21/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
3/20/2021,18,Miami,Accountant,45489,698,0,TRUE,1,1.7925191353401388,FALSE,16581.450028901596,9754.579221548418,0,0,10/9/2018,2/5/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
11/4/2019,74,Miami,Consultant,13340,670,0,FALSE,1,1.344952149964468,FALSE,73064.17072,72927.38262770131,0,0,7/9/2019,8/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/22/2024,46,Atlanta,Lawyer,60122,645,0,FALSE,1,1.4284672404758876,FALSE,10753.65636369804,9398.797836316386,0,0,3/18/2019,2/9/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/10/2023,62,Atlanta,Banker,3188,555,0,FALSE,1,1.6282811907813008,FALSE,52669.76956196144,39812.56247682159,1,0,2/17/2021,5/4/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
12/6/2020,66,Atlanta,Teacher,48185,634,102,TRUE,10,2.958840012023826,FALSE,37829.32590312411,7804.645385956427,3,1,1/27/2017,11/27/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
7/21/2023,52,New York,Other,5450,763,0,FALSE,1,1.3737631877937981,FALSE,27357.92613406671,,0,0,10/15/2017,5/6/2024,0,TRUE,FALSE,FALSE,TRUE,FALSE
9/6/2021,57,Seattle,Accountant,32250,486,90,FALSE,9,1.6553338889266818,TRUE,44148.43679086423,20555.628086101668,3,1,9/16/2023,10/11/2024,4,TRUE,FALSE,TRUE,FALSE,TRUE
12/6/2019,31,Seattle,Banker,4415,720,21,FALSE,1,1.5677208684729376,FALSE,34396.669870251855,26373.099351761222,0,0,10/25/2023,8/22/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
6/7/2021,52,Houston,Doctor,39601,591,16,FALSE,1,0.7098919058470575,FALSE,48157.93703279668,41731.243342312984,1,1,8/22/2015,1/23/2024,1,TRUE,FALSE,TRUE,TRUE,FALSE
4/23/2024,65,San Francisco,Banker,9077,668,108,TRUE,4,1.995655972258451,TRUE,45003.903280353836,13948.845167196432,3,2,6/11/2019,9/28/2024,0,TRUE,TRUE,TRUE,FALSE,FALSE
5/4/2021,62,Houston,Consultant,13287,578,94,FALSE,6,1.4041062739934005,TRUE,16995.304943446237,5159.847068544608,3,2,10/25/2019,1/15/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
12/15/2020,37,Dallas,Artist,14994,774,0,FALSE,1,2.4178336839453833,FALSE,30149.07046786512,23736.16327769858,0,0,5/21/2024,4/20/2024,0,FALSE,,FALSE,FALSE,FALSE
7/1/2022,73,Boston,Banker,9049,553,0,FALSE,1,1.5294185115170293,FALSE,12772.984572929607,9438.853555922196,2,0,3/28/2020,10/22/2024,2,FALSE,,FALSE,FALSE,FALSE
2/15/2021,66,San Francisco,Artist,5758,525,94,FALSE,5,1.677367772825216,TRUE,28470.919623822436,12399.71439611708,4,1,1/15/2024,5/19/2024,1,TRUE,FALSE,FALSE,FALSE,FALSE
3/13/2022,30,Dallas,Other,4788,738,0,FALSE,1,1.063709546599577,FALSE,103322.10554989794,,0,0,7/5/2019,10/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/26/2022,55,Miami,Artist,20446,504,96,TRUE,2,1.4920765416489503,FALSE,2112.0274936850615,912.2168142525275,4,1,4/25/2018,6/17/2024,3,TRUE,TRUE,TRUE,FALSE,TRUE
2/3/2022,66,Chicago,Banker,4392,553,98,FALSE,3,1.979730160350426,TRUE,17180.166466559403,3392.789663000835,3,2,6/18/2018,8/20/2024,1,FALSE,TRUE,TRUE,FALSE,FALSE
8/2/2023,63,Dallas,Other,5179,552,60,FALSE,2,1.7530266888488806,TRUE,41492.60173846237,29426.53322,2,1,10/17/2017,9/5/2024,1,TRUE,FALSE,FALSE,FALSE,FALSE
5/26/2024,66,Chicago,Accountant,16374,657,0,FALSE,1,1.1454311654372924,FALSE,67464.67873593014,48239.93354913365,0,0,1/28/2018,10/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/14/2023,25,Miami,Software Developer,63871,417,95,TRUE,7,2.306681554139992,FALSE,5584.965436144933,2444.194113159957,4,1,3/4/2024,3/7/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
2/2/2020,60,Los Angeles,Accountant,44776,,0,TRUE,1,0.9039751672528354,FALSE,57328.540020718225,55324.464129359636,,0,6/4/2019,11/24/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
1/30/2023,37,Boston,Other,4668,745,0,FALSE,1,1.2161470282573301,FALSE,92656.45560496485,,0,0,10/13/2021,12/16/2023,3,FALSE,FALSE,FALSE,FALSE,TRUE
5/6/2024,50,Chicago,Software Developer,49770,765,0,TRUE,1,1.262268908118838,FALSE,85113.78147441542,66387.66527414447,0,0,5/8/2018,4/8/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
3/4/2024,43,Miami,Banker,6272,583,0,FALSE,1,1.4094093677499635,TRUE,59179.11934,38930.42707172872,2,0,7/31/2016,11/18/2023,1,FALSE,FALSE,TRUE,TRUE,FALSE
10/2/2024,56,Dallas,Other,4606,828,0,FALSE,1,0.6424450247832069,FALSE,92958.82437039205,75184.89370579062,,0,8/21/2017,3/31/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/31/2021,38,Chicago,Accountant,32136,670,0,TRUE,1,2.3262235979800314,TRUE,54373.390457310896,43520.90438695979,0,0,2/14/2018,8/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/30/2023,70,San Francisco,Banker,2501,546,0,FALSE,1,1.2622113213980306,FALSE,35015.78882732961,21923.54954096331,2,1,6/20/2024,10/29/2023,1,FALSE,FALSE,FALSE,TRUE,TRUE
1/31/2021,66,Los Angeles,Software Developer,55435,637,0,FALSE,1,1.1609793815452611,FALSE,11243.035287135279,7734.668275949466,0,0,7/19/2022,12/14/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/15/2020,59,Houston,Teacher,47101,730,0,FALSE,1,1.0363066031927957,FALSE,27118.56344841292,18350.17365,0,0,6/4/2021,7/4/2024,0,FALSE,FALSE,TRUE,TRUE,FALSE
5/4/2020,60,San Francisco,Consultant,15814,726,0,FALSE,1,1.343570987775217,FALSE,42050.166651017134,35483.068685590384,0,0,3/29/2024,6/20/2024,0,FALSE,,FALSE,TRUE,FALSE
10/6/2021,71,Houston,Teacher,26653,819,0,FALSE,1,1.258856837129323,TRUE,31141.48241291056,20752.19752688042,0,0,11/30/2016,6/21/2024,0,FALSE,,FALSE,FALSE,FALSE
3/12/2023,58,Miami,Lawyer,78842,438,2,FALSE,1,1.818592590021425,FALSE,77907.65228222373,55289.45248831412,4,1,6/21/2015,9/6/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
12/18/2023,26,Atlanta,Other,6723,382,95,FALSE,5,1.6683481130750295,TRUE,41817.150526136465,17642.268680669476,3,2,9/9/2015,12/19/2023,4,FALSE,TRUE,TRUE,TRUE,FALSE
6/25/2021,41,San Francisco,Accountant,21253,585,0,FALSE,1,0.7613716860246161,FALSE,25514.576897868137,22016.388422796557,2,0,9/19/2024,4/5/2024,2,FALSE,FALSE,TRUE,TRUE,FALSE
5/11/2020,54,San Francisco,Other,2945,634,0,TRUE,2,2.418465723116506,FALSE,44658.07604375325,28492.630757657582,0,0,7/8/2020,1/3/2024,0,FALSE,FALSE,TRUE,TRUE,FALSE
9/22/2022,66,Miami,Other,9857,664,0,FALSE,1,1.0036038370174978,FALSE,73057.18606,53488.67248970548,0,0,8/9/2019,10/28/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/30/2020,58,Seattle,Lawyer,42106,696,5,FALSE,1,0.6931750129363342,FALSE,17048.363936181573,13683.509748685248,0,0,12/12/2016,5/22/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
8/25/2023,34,Miami,Teacher,21161,661,0,FALSE,1,2.4678071251547973,TRUE,37861.13445594845,31883.222736611755,0,0,11/2/2021,7/10/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
9/6/2023,41,Boston,Consultant,13334,505,0,FALSE,1,1.0300522112407329,FALSE,29927.635553300574,17724.28099084536,,0,2/26/2016,5/29/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
11/23/2019,38,Los Angeles,Artist,11099,439,0,FALSE,1,0.8011436322014621,FALSE,22818.228263197692,13884.820695282076,3,2,12/19/2015,11/15/2023,3,FALSE,TRUE,FALSE,FALSE,FALSE
9/30/2020,68,Boston,Teacher,44963,707,2,FALSE,1,1.3409882016623864,FALSE,36673.974296940825,21141.26784406429,0,0,11/11/2022,7/17/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
1/4/2024,56,New York,Consultant,14909,694,0,FALSE,1,0.8783000269024842,FALSE,80845.24628179283,54739.620468240064,0,0,3/27/2016,7/20/2024,0,FALSE,,FALSE,FALSE,FALSE
4/18/2023,72,Seattle,Teacher,26990,649,15,TRUE,2,0.9685830063236786,FALSE,44962.32257411745,33284.59722,0,0,2/21/2023,12/9/2023,3,FALSE,,FALSE,FALSE,TRUE
1/22/2022,58,Seattle,Other,2374,732,0,FALSE,1,2.2113456852684563,FALSE,62342.36714858082,44126.606873349716,0,0,7/14/2023,1/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/22/2022,56,Seattle,Teacher,25870,943,104,TRUE,1,1.7908035733074155,TRUE,15204.602528396914,4691.041785416847,,1,7/25/2019,3/15/2024,3,FALSE,TRUE,TRUE,FALSE,FALSE
1/27/2021,30,Los Angeles,Teacher,26618,683,116,TRUE,2,1.8603994360948262,TRUE,44818.387518263655,12634.191187673852,3,2,7/29/2015,7/22/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
12/9/2020,28,Boston,Doctor,69862,673,0,FALSE,1,0.8299026391216817,FALSE,14706.393811828517,11701.347295869822,0,0,7/15/2018,2/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/23/2023,63,Houston,Other,5604,756,0,FALSE,1,1.6884162351983492,FALSE,100919.97469001892,69582.43018,0,0,4/19/2023,6/21/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/23/2022,36,Dallas,Banker,8189,845,0,FALSE,1,1.2756169182135129,FALSE,15853.930761594575,11172.986860821802,0,0,4/26/2023,10/19/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/6/2024,28,Los Angeles,Other,2485,716,0,FALSE,1,1.7519758746621759,TRUE,26336.676266879098,21603.847928556886,0,0,10/3/2020,10/16/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/31/2020,30,Atlanta,Accountant,49772,445,97,TRUE,5,1.5642763751739592,TRUE,9697.475306731576,2044.6830986126745,4,2,2/29/2016,10/19/2024,3,TRUE,,TRUE,FALSE,FALSE
10/20/2020,63,Dallas,Accountant,44836,812,0,FALSE,1,1.4276852157857394,FALSE,56985.41851267963,52813.206383604236,0,0,10/10/2021,6/9/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
11/10/2022,62,Miami,Software Developer,44209,673,0,FALSE,1,1.248844246735034,TRUE,57645.27118411239,48242.83054630404,,0,11/12/2019,4/8/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/3/2020,18,New York,Artist,16881,542,39,TRUE,1,1.2985625564623458,TRUE,16251.119903559511,13653.620486672182,2,1,8/8/2015,4/26/2024,1,FALSE,,TRUE,FALSE,FALSE
3/6/2023,57,New York,Banker,7987,762,0,FALSE,1,1.1026722027831926,FALSE,31877.58354824456,23300.304793119303,0,0,10/5/2015,7/17/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
10/25/2019,61,Chicago,Banker,5649,431,38,FALSE,1,1.9538913867288086,FALSE,66996.19365039394,50374.30184779733,3,1,4/6/2022,4/6/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
11/30/2022,36,Chicago,Lawyer,61416,731,88,FALSE,1,1.8110954375242614,FALSE,21735.969827712965,12647.88160208549,1,1,12/20/2014,2/9/2024,0,FALSE,,FALSE,FALSE,FALSE
4/23/2021,29,Houston,Other,5131,620,4,FALSE,1,0.8280827688079746,FALSE,56197.76780009609,33843.249326943784,0,0,11/11/2020,2/13/2024,4,FALSE,,TRUE,FALSE,TRUE
9/5/2022,25,San Francisco,Teacher,19849,351,112,TRUE,10,2.1104179633834548,TRUE,47059.97383717492,16810.261253099678,4,1,9/4/2015,9/29/2024,4,TRUE,,TRUE,FALSE,FALSE
6/25/2021,25,Atlanta,Banker,4768,725,0,FALSE,1,1.563679499421477,FALSE,42504.270395163294,34015.38284799414,0,0,1/8/2021,9/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/4/2022,70,Seattle,Engineer,33808,,0,FALSE,1,1.4122157430373694,FALSE,33664.51072234646,19782.30074567926,0,0,10/2/2015,8/10/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
11/18/2023,62,Boston,Artist,22248,491,107,TRUE,3,1.5153759984517652,TRUE,38180.27634615215,13928.469928354141,4,2,6/19/2024,12/10/2023,4,TRUE,TRUE,TRUE,FALSE,FALSE
10/17/2022,29,Los Angeles,Accountant,29372,664,0,FALSE,1,0.7834227018488298,FALSE,89016.91652,66791.22715590167,0,0,2/27/2017,11/20/2023,0,TRUE,FALSE,TRUE,TRUE,FALSE
4/12/2022,65,San Francisco,Consultant,22231,705,0,FALSE,1,1.8803665332465755,FALSE,58231.44239,31865.636739072062,0,0,8/13/2022,5/22/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/14/2021,50,Chicago,Banker,6698,410,106,TRUE,8,1.7684935999379456,FALSE,16548.530546081125,7115.902426898175,3,1,5/19/2018,12/8/2023,3,FALSE,TRUE,TRUE,TRUE,FALSE
1/6/2023,62,Los Angeles,Accountant,58290,716,14,FALSE,1,1.2149238119380512,FALSE,58314.44223,34326.208514561324,0,0,9/14/2019,4/6/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/25/2022,43,Boston,Accountant,58477,626,0,FALSE,1,1.6628745004735725,TRUE,51818.54315948423,45073.381392412884,0,0,12/26/2020,12/5/2023,0,TRUE,FALSE,TRUE,TRUE,FALSE
11/24/2019,56,San Francisco,Consultant,14576,632,0,FALSE,1,1.3231522937233935,FALSE,82754.20109384159,70558.86706,0,0,2/15/2015,8/13/2024,0,FALSE,FALSE,FALSE,TRUE,TRUE
6/30/2024,45,Chicago,Banker,8008,797,1,FALSE,1,1.3930548523574298,FALSE,10683.726909357405,7118.360548,0,0,1/18/2019,5/24/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/30/2024,22,New York,Other,3426,490,0,FALSE,1,1.4497121462617508,FALSE,93581.73043917124,80787.21117575021,3,1,12/27/2017,5/3/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
